F,ერტრა
F,თტი
F,ზდეკა
M,რათილი
M,უოჩო
F,იამო
F,ვანა
M,ჩზიშგე
M,რათუნი
M,ხინვა
M,ნვრინთა
M,მიგალბა
F,შისუკა
F,ბენტო
F,ნკჩო
M,ჯემიკ
F,გელქიდი
F,აგაშო
M,დაჯ
M,ნჭა
F,რვესრა
M,მატავნა
M,ცაგვახი
F,მბისალა
M,საჟოლა
M,სოხგარრა
F,ლადუ
M,მარდია
F,ჯიხანა
M,მოყა
M,სანასლესა
F,ბოხო
F,კვთთა
M,თევო
M,დეხოტა
M,ტთდნო
M,რჯა
F,მობე
M,ლგეცა
F,მოვიკა
F,ვმერა
F,თუნტა
F,დაბიბო
F,ლირივათზრ
M,მთეკო
F,შაჯტა
M,თიფირა
F,მათანზა
M,ნემკა
M,ორასუტე
F,ძადუა
F,გეარა
F,მიკთა
F,მავილამშშე
M,გარაც
M,ღიტონ
F,პუმკზა
M,აცცი
M,თაჩქო
F,ჯეთან
M,ჯალან
F,ნაჟან
F,აგურზარ
M,თჯჩკა
F,ქომაკი
F,თაღია
M,აპირნრ
F,ყზუსია
F,თარულარზე
M,თწგაბტი
F,მზაცი
M,ლაკიო
F,ნაღო
M,უქიე
F,წალო
F,ნცამა
F,დზქანე
F,თალაჩ
F,ჭანუტე
F,საქი
M,ოისა
F,მვეტინო
F,ხვანი
M,ჩეყო
F,მვიჟამზა
F,ლალუბა
M,მასცა
M,ლიტა
F,ფიმვენა
M,ჩგტჩლან
F,მემიკი
F,მდიკაბა
M,გსეტა
M,ხესთზიზასა
F,მდავა
F,თივაა
M,მეიკი
M,გზოდა
M,თებზა
F,მერულა
M,ჯუნინ
F,გუქა
F,ჩიმო
M,მსხუა
F,მიციტა
F,იესა
F,ლცჭირურე
F,პულუა
F,ქვათი
M,კჩკა
M,ჩაჟი
F,ჟითილა
F,მზაშე
F,მენისაი
M,აამა
F,ბეპიო
M,ბასრია
F,ვაცა
M,თანნსა
F,გზულო
F,მაჭან
F,იხზილი
M,გვიზრ
F,მეჯცია
F,გისსამესა
F,მინმვა
M,კიხვარსი
M,ღოლი
F,თუგილა
F,პვატა
M,ცშათდი
F,პაე
M,მამიიკარ
F,მატიკა
F,თანარ
F,ხახუეტა
M,გეყუზა
M,თავადა
F,თონი
F,გყვიკი
F,თამიმზი
F,ანტო
M,ზოსა
F,გუკლა
M,გინოდა
F,ათნკა
F,ანუმა
F,თვკა
M,პუნშკე
M,თუთირკმრა
F,ჭოღი
F,ვადეა
F,ვათთო
F,ბიგო
M,ჯარას
F,ხაკლა
M,არიფარეა
F,ვუშინა
M,ლაესა
M,დქანა
F,ოუსიდია
M,ბუკებ
F,მუსა
F,ჩილე
F,ჯვზრო
F,მულუ
M,თულისა
F,ბითინან
F,მამნე
M,მუნკც
F,მათამიე
F,ნიხიკა
F,ავილი
F,ახამა
M,მუცია
M,მაუნ
M,ჟერერდუ
M,დუგარ
F,მათკ
F,პაგა
M,დუცსო
F,ცახიი
F,ბულაბირი
M,ათთია
F,ავნსა
M,პატეა
M,ჯმეკო
F,ლვავა
M,შეენა
M,ქოლყა
M,პუკარ
F,კვინი
M,ღუნარანფ
M,მარითა
M,აბრა
M,თჯმია
F,ნოვიი
F,ტამიმან
M,ყაგირა
F,გისეცი
M,სვკი
F,ხნანუ
F,მაჭინა
F,ეისონფე
F,პამარნო
F,შიმხადა
F,მაკსონი
F,ნატიო
F,პახტა
M,ნენიდა
M,მკარო
F,იმალზზა
M,ხხუყო
F,რალმია
M,განსზდრ
M,კუშრო
M,მაკვო
F,დზიმოლზის
F,ღილი
M,მზედია
F,მუთამიბ
F,ლისგა
F,ნუტაკ
M,მუშარ
F,ნანირხამჩ
M,მუნმუ
M,გუგჭტა
M,შვებიი
M,ნუმანიი
F,გუდო
M,მემერე
M,ზოხი
F,დადალი
M,ლანირა
F,იუვი
M,თათლლა
F,ატუნი
F,გიქკა
F,მიტირ
F,ეუტას
M,ყოხა
F,თამეი
F,ზეა
F,ქათა
F,აღვვანრი
M,ჟილოკი
F,წიპანო
F,ულილა
F,მისანოს
F,პიტიზკკ
F,ეშა
F,ჯზრო
M,ვასილა
F,ჯზშტე
F,ზააო
M,გოლირარე
M,ჩჩა
F,თელიკა
M,ღოლკტო
F,გიცბა
M,გზნურა
M,ძითო
M,ნიკურა
F,ვავამიც
F,ღცბიმი
F,თააო
F,ჩატა
F,გუმტია
F,ბასილო
M,სრტიო
M,მაგდიკკა
M,გაგიტა
F,ბორიანე
F,პუნიჩ
F,ლანთა
F,საესა
F,დეცა
F,ქაჯო
M,აყალა
F,ოთე
F,გეო
F,იაკა
M,გვვო
F,მენარიდა
M,ცაჭაკ
M,იქკი
F,ონია
F,ამასანი
M,ლულისა
F,ნნმაკო
M,ქორლი
M,ბობე
F,გარდა
M,გიმიან
F,მიხარუბია
F,პუთო
M,მეხენა
M,ლიპითა
F,მახუიბარ
F,ბრალა
M,შურასა
M,გახლა
F,ნგათვა
M,ლასიარი
F,ჩუგა
F,გზვისო
M,ბვიკი
F,ნირკე
F,ანისარ
F,ღრზიკა
F,ნიკვა
F,მზითიია
M,ოკასა
F,ათისანე
F,ნათაკ
F,აუი
M,პემოპირი
F,ტალკა
F,გიიმჯა
M,ზასნან
F,ჩანივანი
M,ვვალანი
F,მორსია
M,ატადორ
M,ლანილა
M,მიბინა
F,ბულო
F,ნაქიკდა
M,ანგიდერ
F,ცასუ
F,მუხკლა
F,ელარიო
M,ოლრი
M,ჩასლაგილა
M,ჟიმე
M,შანერ
F,თვაა
F,გასუკა
F,ყანარა
F,მოდია
M,ნტიბა
F,ნათანია
M,მამაკ
F,ოვეა
F,თუდდ
F,გირნა
F,აითინი
M,მაქუკა
M,გოთია
F,ლზოა
M,ნაკინო
M,ყანულა
F,ღვთიზაბა
M,კუგირ
M,სნასა
M,ქენნა
M,გრო
M,თატელა
F,ნურული
F,გოცოსა
M,ნიტნა
M,წაყდი
M,ქჩონ
F,კეხო
M,ტიე
M,თინნლ
F,მარიო
M,ნათიბა
F,მვეთა
F,არფკნო
F,ბითივირა
M,ზოძია
M,სახვან
M,თჯჩან
F,ყივიკ
F,გახუნა
F,მუნერ
M,ნიმკი
M,გავუჭა
M,ზზზხელარ
M,ჯუგაქზი
F,ოია
F,ლაქა
M,ლტყაო
F,წაგოსანს
F,ხერითუნნ
F,ახოკო
M,გინემანი
F,ჯეა
M,ძასუნა
F,გვინო
M,კუქშარ
M,მიჩანა
F,იტიკა
M,გაშფ
F,განინსმ
M,ზკა
F,ზუგუ
M,კემია
M,თეთინა
F,ნოს
M,მზკთი
M,გოხუნი
F,თზვალილი
M,თანემა
F,აქზობზ
F,შზხკფა
M,თამითა
M,ლტნსა
M,ნვეკე
F,ჭერუ
M,შვლილა
M,ბიას
M,მვყცალდა
F,ნიტილა
F,კალასალ
F,გეხუა
M,თგზსა
M,ეჩუცა
F,დვენა
M,აკუკო
M,ზანჟა
F,კიდო
F,ჯცარა
F,გუჭა
F,ზამვაფა
F,ბაალსვაფიზ
M,მთიგა
M,ბზთე
M,მაოსადი
M,ქეხასი
F,კუნას
M,ქუუანი
M,გნზეგა
M,აგრლო
F,რინია
M,ნაჩდადა
F,მილიტა
F,გირკი
F,მასასვიდე
M,გდეღინი
F,ჯუმირაში
M,ოტუა
M,შაუსზა
M,ღტკრკა
F,ჯთესა
M,იეიგა
F,ჟამტნა
M,მკო
M,გულნსო
F,ამაყა
F,მანირნუ
F,თარკდა
M,ჯოდუ
M,გიხქთახა
M,მახტაკ
F,ნური
M,ბეთუ
F,ქზმირიხლინი
M,ხუკსა
F,ქოლიკა
F,მისასო
F,ჯეიუა
F,ნცრა
M,ქოქტა
M,ქვანმთა
M,ლიენო
F,ნყი
F,დუაკა
M,პაზი
M,ოვიბა
M,ნპამაკა
F,ნიმვონი
M,თპაჩი
M,ჩიტა
M,ყადენე
M,დიშვა
M,გომუკო
M,ეთარზე
F,მშგიო
F,თიდიანსი
M,დუქანა
F,ქათიბა
F,ლოდდა
F,შისიბა
F,ღზურა
F,კენნა
F,თაჯივი
F,გისიო
M,ქიტკი
F,სვრირა
F,მზეთალა
F,ყთილა
F,ქეხტა
M,მულალი
F,თოგიდზო
M,საპზორ
F,იბო
F,გაარა
F,ჭუხალა
F,ხაჩია
M,ხვზაკრე
F,მვუნა
F,თგეჩ
F,კენზო
F,მარაა
M,ნასივა
F,ჯითივი
M,მიგანო
M,გზესა
M,დზიუნტე
M,ჟემორიო
F,ნაბუ
F,მამინი
M,ღავოჯა
F,გოლო
M,მეტონკ
F,შადი
M,შილარლვე
F,ლექან
M,ღეცირა
F,ძვიკა
F,თერნა
F,ლუო
F,მერუა
F,აეტსა
F,პუტი
F,ქთილი
M,შორკი
F,შენილა
M,გაგიდა
F,მითირნე
F,ანალო
F,დოსი
F,ლიჩკეო
M,იკსტადზსცაჩი
F,ზზიმდა
M,გექიკი
M,პუმსაკ
F,ნიმე
M,დასჩვასი
F,მიდერა
F,თზაბითი
M,გაყუ
F,მზაგა
F,დყგო
F,გეხი
M,ხოეჩრე
M,ელკა
M,ბავატა
F,თარიდა
M,მარობზა
F,მაბდა
F,საუანე
M,მითასზე
M,მათდანო
F,მაბიმა
F,თუმულა
F,კზია
M,ჯიაა
M,ავიცარ
F,შათე
M,ნაკკო
M,თესკა
F,კოჩო
M,აყვალო
M,კოტი
M,ჯკდო
M,ხჩაკი
F,ლაონ
F,ზივირან
F,მუასო
F,გრაა
F,მეგისა
F,კაგიდი
F,კოგულ
M,ივამარო
F,ილიტე
F,ქესუარა
M,ცარვა
F,ჭააშო
F,ჯულალა
M,ზამრენა
F,დითორა
M,არუკა
F,მვოლო
M,დაღაა
F,ბიმელა
F,პეოსა
F,თანიო
M,ბამიო
F,მერნა
F,მამონო
M,ღურიო
M,ეჩინ
M,ყისკმერ
F,მშიმიკა
M,კოჯო
F,თეღო
F,ნოხსარი
F,გვერი
F,მვენი
M,დირორი
M,გოსხა
F,თრსა
M,ოთირე
F,ხათხა
F,აკიდა
F,ხუდი
F,გაყამა
M,თამსვემესზა
M,ვუბთტასე
M,ლაკზა
F,ზუბუა
M,გეჟო
F,პარანა
F,მაკნჩა
F,დეკიდა
F,მათადზრ
M,დეთჭა
M,კაღანი
F,პზნარუ
F,ალიდზე
F,ბანდა
M,ჭინ
M,პონია
M,ბიცუვა
M,ნხილზრნ
M,კადირა
F,გიხლა
F,შივირარი
M,ბიმიომ
F,ნუტე
F,თორსკან
M,დაქლირ
F,ბაბოლა
F,ჯეტა
F,ქახვანა
M,ტუქი
F,ნოლლა
M,ჟუნი
F,ნამინ
F,ტზგია
F,გასლი
M,ხუჭე
F,თაარარე
F,მახიშნბო
F,კპა
M,ნოუნა
F,ზვლაბე
F,მაკირო
M,შუარ
F,სნიოკნე
F,მედბა
F,ათისნა
F,მასოხამ
F,ხენიკი
F,ჯინო
M,გვზბი
F,აამამი
F,ჭეხი
M,გვავნა
M,კგკირო
M,ღამინა
F,მეთიმარდა
F,სობკა
F,ნვმლი
F,ზიკე
F,ჯეხსოლ
F,გათოხიცე
F,თგიუნა
M,მალუკ
F,თაგონ
F,ქახზა
F,მზანანა
M,დნბარ
M,ნხზიცი
F,ყბარი
M,თომვაი
F,ბილამიდე
M,გაოსო
M,ცშვტა
F,სენუა
F,თიი
F,მატჩას
M,ნამიდე
M,ვიმინა
F,მაგია
M,ათიანდე
F,მმინა
M,კესნა
M,ცამვზა
M,პინაკა
F,ცისე
F,ბაჩდა
F,ცინი
M,ხიდვა
F,მეჩი
F,ლარჯია
M,დიზამა
F,შავირო
M,ხასანა
F,მიშაკდა
F,ღნქზრთი
F,ხმალუ
F,დაუხტბზკ
F,გუდასონა
M,ნანღონ
F,გვირა
F,დუშტვმდი
F,ლაკდე
M,ჭეცინა
F,ლაგუმა
M,ნათუკო
F,ვაკცო
F,გაიუ
F,შენდზო
M,გუსლი
F,ლანურანი
M,დენს
F,ჯაგო
F,ყათქრიზის
M,ნშაი
M,დვიკვარ
F,ვვთა
F,ოთნა
F,დზიჩი
M,სორია
F,ზომნიი
F,მაჩტატა
F,თჩეკვო
F,განატ
F,ბიზუ
F,ჟუღარ
F,ქაყნას
F,ტამა
F,დისილა
F,ნასილა
M,პჩიკო
M,იჩიკა
F,ბაგირა
F,მიგტკლა
M,გარიზი
F,წამა
F,ზუა
M,მიჩინუ
M,გკგავა
M,ჟომან
F,ხონ
M,თალილა
F,გუპირი
F,მინასია
F,ბუბა
M,ცირიბა
M,ვემადი
F,ძსიია
F,მრვალა
M,მტსვენა
M,მალონო
F,ვამარ
F,პეა
M,ზორო
F,ქიკია
M,ყადიკა
F,ზუმარ
F,ღერსო
F,გაკაკი
M,შუბიკა
F,ნზშტი
F,ანაკია
M,თამანო
M,თზტთო
F,მემიტზზბა
F,გეშსა
F,გაპორი
F,ლვასო
F,ცინია
M,გურიდა
F,პაკსდა
F,მაისდარ
M,ოსსა
F,მიხკე
M,გახალირ
F,ეკკრრირზი
F,ვოხო
M,სვულკა
F,გესეკო
F,მელვკა
F,მაპია
M,აოსორზა
F,ოივე
M,ნაღდა
F,თეგკა
M,გიბთო
F,ნვთი
M,ღუკიკა
F,ნურსო
M,ბასრით
F,ნენილა
M,ბუნანა
M,ეაჭირდა
M,მაჩზა
F,მისოლურ
F,ნატონო
M,გიბლო
M,ვუყინვა
F,ჩამილა
F,თარბზა
F,თეთი
F,თონრი
M,გათირო
F,მეჭაკა
F,ნინახზე
M,იტაბუდ
F,ნოთირა
F,ჭემიდა
F,დიგანე
F,თანალდი
M,მავხადვლი
F,გოჩარა
F,კადა
M,ბასსირირი
F,მიზო
M,სანთოლი
F,კჩესა
F,შინვა
F,ბეხთკა
M,თვკია
F,ზონო
F,გოკორ
F,თიგო
F,მულარი
F,ჯოთა
M,თამნა
M,ნამატი
M,პთთკიჯა
M,ბზვეჩა
F,ლანუა
F,ჭენი
M,გზრვო
M,გამტო
F,მისია
F,გემუსარა
M,მზყლა
M,ჯიჯო
F,სიზა
M,კზირი
M,მიბუა
F,ჭაციდო
F,ცასია
F,კაკა
F,პადუბა
F,კზრაბან
F,მაკლა
F,ნვვარ
F,გხა
F,წცლა
F,კოვა
F,მვივარ
F,ბარიკა
F,თუნხი
F,ათდზა
M,სამულა
F,სავირ
M,ფოსოლყასე
F,მერირდე
M,კააბი
F,დირტა
F,თვიხა
M,ლიტაა
F,ხუმინა
M,თიკილა
M,ნბეცა
